dataset_name,target_value,depth,Apriori_DP (PS)-real_time_taken,Apriori_DP (PS)-failed,Apriori_DP (PS)-sgs_evaluated,Apriori_DP (PS)-sgs_eval_interesting,Apriori_DP (PS)-sgs_quality_interesting,Apriori_DP (PS)-sgs_top_k_interesting,Apriori_DP (PS)-e_est,Apriori_DP (PS)-ei_est,Apriori_DP (PS)-time_to_est,Apriori_DP (PS)-sdfastest-esgs,Apriori_DP (PS)-ub
mw1,2,2,0.1025905609130859,0,6912,577,2669,366,6912.0,602.55,0.12453246116638184,11726,8002
mw1,2,3,0.1671104431152343,0,10939,3644,6683,551,10550.7,5242.33125,0.14706730842590332,12834,333502
mw1,2,5,4.442456245422363,0,74609,62357,70347,840,82395.0375,130432.3434375,0.16131114959716797,14047,254565277
polish_bankruptcy_5year,1,2,0.7056682109832764,0,32386,868,10137,424,32386.0,1231.9,0.3177831172943115,25555,32641
polish_bankruptcy_5year,1,3,0.7979323863983154,0,36981,2943,14732,611,34846.97777777778,5286.375,0.34791994094848633,26622,2763776
polish_bankruptcy_5year,1,5,2.939270257949829,0,70806,34445,48557,809,33044.63611111111,112697.60395833333,0.35234642028808594,27159,8812312832
grammatical_b8,1,2,0.8497984409332275,0,43366,723,42610,531,43366.0,1495.0125,0.47931623458862305,30171,686207
grammatical_b8,1,3,0.8733863830566406,0,44366,1168,43597,593,43721.666666666664,1698.10625,0.6888046264648438,30643,267621512
grammatical_b8,1,5,0.8902111053466797,0,44849,1611,44074,607,43634.85166666667,2446.158125,0.7003183364868164,30998,18270601185176
heart_va,3,2,0.0543460845947265,0,68,48,29,22,68.0,46.95625,0.019948959350585938,1013,92
heart_va,3,3,0.0088703632354736,0,117,94,55,34,121.31944444444444,97.4875,0.01996302604675293,1592,378
heart_va,3,5,0.0075283050537109,0,136,113,67,37,133.84722222222223,113.884375,0.02291250228881836,1853,1093
volcanoes-b5,4,2,0.0148220062255859,0,78,56,20,20,78.0,56.25,0.02160048484802246,1112,79
volcanoes-b5,4,3,0.013376235961914,0,128,89,37,37,135.23333333333332,88.975,0.029271364212036133,1747,299
volcanoes-b5,4,5,0.0118970870971679,0,128,89,37,37,134.5,88.225,0.02929544448852539,1736,299
wilt,w,2,0.0162525177001953,0,210,158,78,78,210.0,155.125,0.029075145721435547,1920,211
wilt,w,3,0.0242476463317871,0,648,245,308,179,507.3333333333333,226.375,0.04274296760559082,2854,1351
wilt,w,5,0.0235400199890136,0,678,255,338,186,522.8833333333333,227.53125,0.04765510559082031,3089,21700
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,2,0.1969437599182129,0,325,275,144,134,325.0,275.0,0.14525198936462402,2425,326
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,3,0.3958029747009277,0,1575,1310,775,225,1575.0,1412.5,0.20810222625732422,4325,2626
ND_LVL_1_2_NormalDist_Random-Synthetic__2_5_100000_,0,5,0.5705118179321289,0,4172,2804,2209,234,5084.375,2936.4583333333335,0.26903390884399414,5955,68406
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,2,0.0222973823547363,0,325,275,136,132,325.0,275.0,0.04779529571533203,2425,326
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,3,0.0558204650878906,0,1575,1525,782,218,1575.0,1525.0,0.06926774978637695,4325,2626
ED_LVL_1_1_EqualDist_Random-Synthetic__2_5_10000_,0,5,0.171757698059082,0,4700,1530,2493,218,4700.0,1599.21875,0.09024715423583984,5816,68406
mfeat-karhunen,8,2,0.7949268817901611,0,31631,491,13132,348,31631.0,627.5,0.30536556243896484,25256,32897
mfeat-karhunen,8,3,0.6423146724700928,0,32215,535,13716,383,32183.2,1632.0229166666668,0.3389716148376465,26344,2796417
mfeat-karhunen,8,5,0.6496939659118652,0,32221,536,13722,384,32338.331944444446,1547.0489583333333,0.3399069309234619,26449,8987138113
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,2,0.0043163299560546,0,7,5,4,4,7.0,5.1,0.006659269332885742,204,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,3,0.004183292388916,0,7,5,4,4,7.0,5.11875,0.005486249923706055,204,11
I_LVL1_1_Interesting_Non-Random-Synthetic__2_2_40_,1,5,0.0040814876556396,0,7,5,4,4,7.0,4.9125,0.005162239074707031,204,11
Iris_UCI_,Iris-virginica,2,0.005882978439331,0,82,52,42,27,82.0,52.575,0.014277935028076172,1116,137
Iris_UCI_,Iris-virginica,3,0.0070295333862304,0,137,100,85,32,143.4,98.925,0.020377397537231445,1661,697
Iris_UCI_,Iris-virginica,5,0.0073592662811279,0,156,119,104,32,182.23333333333332,133.0375,0.024016618728637695,1983,2517
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,2,0.0146417617797851,0,7,5,4,4,7.0,5.00625,0.013328790664672852,204,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,3,0.0141868591308593,0,7,5,4,4,7.0,4.9125,0.014554977416992188,204,11
I_LVL1_4_Interesting_Non-Random-Synthetic__2_2_40000_,1,5,0.0140917301177978,0,7,5,4,4,7.0,4.875,0.01419520378112793,204,11
thyroid_ann,2,2,0.0546596050262451,0,1089,486,471,235,1089.0,516.925,0.07601809501647949,4554,1486
thyroid_ann,2,3,0.1737489700317382,0,4208,1032,2540,484,2422.1055555555554,1748.2875,0.09625554084777832,5793,26290
thyroid_ann,2,5,0.3840363025665283,0,8689,4872,6407,656,7191.717777777778,9783.989166666666,0.11189937591552734,6668,3505051
seeds,2,2,0.0092775821685791,0,238,171,112,70,238.0,171.675,0.026080608367919922,2028,407
seeds,2,3,0.0177640914916992,0,794,233,516,147,407.4,217.35,0.034477949142456055,2781,3683
seeds,2,5,0.0192432403564453,0,859,276,581,192,322.18666666666667,173.775,0.03704380989074707,2942,122438
hv_no_noise,0,2,1.4209012985229492,0,80200,20200,26667,365,80200.0,20200.0,0.40978312492370605,40300,80201
hv_no_noise,0,3,21.95768713951111,0,727000,667000,350067,431,727000.0,667000.0,0.5833010673522949,50100,10667001
statlog_australian,1,2,0.0328214168548584,0,1653,298,662,252,1653.0,319.2,0.06797146797180176,5657,1654
statlog_australian,1,3,0.0490403175354003,0,2593,415,1440,372,2171.0666666666666,670.225,0.07486295700073242,6515,30914
statlog_australian,1,5,0.050713300704956,0,2682,465,1526,414,1854.1783333333333,561.3965625,0.07998323440551758,6761,4613030
hiv_schilling,1,2,0.1895725727081298,0,11038,271,3159,310,11038.0,432.9,0.16739606857299805,14860,12881
hiv_schilling,1,3,0.2010149955749511,0,11162,271,3279,310,11108.711111111112,374.625,0.1795797348022461,15490,682801
hiv_schilling,1,5,0.1944074630737304,0,11162,271,3279,310,11057.322222222223,313.575,0.17767906188964844,15487,847361193
heart-long-beach,4,2,0.0175473690032959,0,745,399,333,188,745.0,409.6875,0.04450201988220215,3742,904
heart-long-beach,4,3,0.0482985973358154,0,2779,1174,1835,320,2516.327777777778,1448.0375,0.06324505805969238,5426,12384
heart-long-beach,4,5,0.1111021041870117,0,4889,2477,3821,400,6467.129722222222,8545.325208333334,0.08086752891540527,6894,974982
datatrieve,2,2,0.0117101669311523,0,408,187,137,86,408.0,186.725,0.030316591262817383,2730,466
datatrieve,2,3,0.0181775093078613,0,822,311,493,168,767.1777777777778,441.0,0.039945125579833984,3602,4526
datatrieve,2,5,0.0218241214752197,0,986,412,657,238,553.1411111111111,261.835,0.04377293586730957,3574,174437
jEdit_4.0_4.2,2,2,0.0117957592010498,0,406,233,181,139,406.0,231.175,0.03325223922729492,2728,407
jEdit_4.0_4.2,2,3,0.0233712196350097,0,1129,346,737,234,678.7666666666667,272.7083333333333,0.04378509521484375,3674,3683
jEdit_4.0_4.2,2,5,0.0252652168273925,0,1207,392,810,273,776.1833333333333,462.71166666666664,0.0505979061126709,4119,122438
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,2,10.062892198562622,0,325,275,143,134,325.0,275.0,13.869643688201904,2425,326
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,3,22.33239459991455,0,1575,1525,787,227,1575.0,1525.0,21.327476024627686,4325,2626
ND_LVL_1_4_NormalDist_Random-Synthetic__2_5_10000000_,0,5,78.00572991371155,0,6833,5424,3455,234,7632.065217391304,6060.037878787879,25.515758514404297,5426,68406
pitt1_2,WOOD,2,0.0074834823608398,0,144,86,67,27,144.0,87.4,0.5089681148529053,1524,301
pitt1_2,WOOD,3,0.0096082687377929,0,290,232,203,35,278.31111111111113,202.83333333333334,0.025868892669677734,2242,2325
pitt1_2,WOOD,5,0.0155982971191406,0,571,513,482,35,510.6,468.82,0.03541731834411621,3103,55455
backache,2,2,0.0549795627593994,0,3412,985,1670,358,3412.0,1070.6125,0.08710551261901855,8191,4187
backache,2,3,0.1794688701629638,0,11102,3442,6495,570,6117.772222222222,3959.9166666666665,0.10859179496765137,9979,125672
backache,2,5,1.2910103797912598,0,32696,17480,12061,753,35744.03055555555,48687.20104166667,0.13353896141052246,12190,49302800
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,2,0.9859113693237304,0,39395,10200,17712,410,39395.0,12426.75,0.420518159866333,28235,56281
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,3,11.463412523269652,0,397358,12982,209685,410,418614.55555555556,17568.25,0.5437014102935791,35873,6266176
ND_LVL_3_1_NormalDist_Random-Synthetic__2_20_10000_,0,5,11.848104238510132,0,398059,12982,210350,410,391110.3888888889,17267.25,0.543135404586792,35698,34642576528
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,2,1.0419244766235352,0,325,275,134,129,325.0,275.0,1.1032359600067139,2425,326
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,3,2.1294291019439697,0,1575,1525,766,208,1575.0,1525.0,1.604668378829956,4325,2626
ED_LVL_1_3_EqualDist_Random-Synthetic__2_5_1000000_,1,5,7.583576917648315,0,7825,6365,3909,208,7825.0,7650.0,2.168787717819214,6625,68406
thyroid_hypothyroid,hypothyroid,2,0.0184473991394042,0,412,228,189,167,412.0,235.2,0.09248471260070801,2734,596
thyroid_hypothyroid,hypothyroid,3,0.0469155311584472,0,1572,908,1041,346,1163.6444444444444,889.525,0.05903029441833496,3827,6580
thyroid_hypothyroid,hypothyroid,5,0.4193315505981445,0,10140,9476,9130,636,12343.733333333334,11040.4,0.08806848526000977,5840,331212
grammatical_a3,1,2,0.4494946002960205,0,22101,1004,21471,604,22101.0,1259.46875,0.35573506355285645,21591,709837
grammatical_a3,1,3,0.5662169456481934,0,27295,3280,26664,661,30302.13888888889,11218.197916666666,0.6058835983276367,23127,281569472
grammatical_a3,1,5,1.7599520683288574,0,44206,19651,43575,679,53966.59861111111,121937.05364583334,0.6332581043243408,23945,19886491853720
crx,positive,2,0.0356256961822509,0,1891,355,729,261,1891.0,353.0375,0.08083724975585938,6061,1892
crx,positive,3,0.0573217868804931,0,3118,505,1662,392,2746.6944444444443,1021.36875,0.08202505111694336,7171,37882
crx,positive,5,0.0610692501068115,0,3281,591,1818,460,2580.91,1348.7354166666667,0.09132528305053711,7957,6508884
GermanCredit_UCI_,2,2,0.0522232055664062,0,2850,803,1359,258,2850.0,707.8125,0.08807253837585449,7475,2851
GermanCredit_UCI_,2,3,0.1510210037231445,0,8086,2301,4868,374,9537.5,4759.375,0.11928415298461914,9902,70376
GermanCredit_UCI_,2,5,0.3512904644012451,0,12352,4778,7976,472,18138.020833333332,19490.265625,0.13194537162780762,10861,18545216
pc1,2,2,0.0540575981140136,0,2850,291,806,329,2850.0,270.9375,0.0872349739074707,7475,2851
pc1,2,3,0.0753397941589355,0,4023,1214,1963,484,3169.1666666666665,867.8125,0.10028457641601562,8328,70376
pc1,2,5,0.5467772483825684,0,15329,12234,13269,671,16357.916666666666,18405.140625,0.11254692077636719,9128,18545216
mfeat-pixel,8,2,0.8478481769561768,0,35318,3460,29578,901,35318.0,5183.75,0.44974231719970703,27548,1358777
mfeat-pixel,8,3,2.395346164703369,0,100525,16712,94785,1346,91326.33333333333,65707.41666666667,0.8905899524688721,30858,745969673
mfeat-pixel,8,5,52.62808132171631,0,321454,162385,315714,1672,824414.5333333333,2624441.5708333333,0.9342806339263916,33296,100992507946877
hv_noise,0,2,1.3883981704711914,0,80200,20200,26173,422,80200.0,20200.0,0.5160980224609375,40300,80201
hv_noise,0,3,21.10117244720459,0,727000,667000,349573,700,727000.0,667000.0,0.5675568580627441,50100,10667001
image,WINDOW,2,0.0469999313354492,0,1962,245,835,281,1962.0,295.275,0.08751726150512695,6171,2557
image,WINDOW,3,0.0598013401031494,0,2587,503,1460,392,2375.677777777778,693.625,0.09425854682922363,6959,59712
image,WINDOW,5,0.0764596462249755,0,3374,1070,2247,462,2845.4655555555555,1966.4333333333334,0.10096120834350586,7375,14051256
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,2,10.337129592895508,0,325,275,132,127,325.0,275.0,13.678240776062012,2425,326
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,3,22.61337375640869,0,1575,1525,747,225,1575.0,1525.0,21.357330799102783,4325,2626
ED_LVL_1_4_EqualDist_Random-Synthetic__2_5_10000000_,0,5,90.38305258750916,0,7825,7775,3885,225,7825.0,7775.0,25.66758418083191,5503,68406
polish_bankruptcy_4year,1,2,0.8157260417938232,0,32641,1139,12510,454,32641.0,1297.3125,0.8237919807434082,25656,32897
polish_bankruptcy_4year,1,3,1.0457518100738523,0,40957,3697,20826,593,33760.166666666664,5872.96875,0.3816354274749756,26664,2796417
polish_bankruptcy_4year,1,5,3.5199427604675293,0,73022,29616,52891,681,50775.75,118062.2109375,0.394625186920166,27929,8987138113
lung,3,2,0.1234874725341796,0,9066,1243,4135,235,9066.0,2959.725,0.14019203186035156,13455,12091
lung,3,3,0.3468239307403564,0,20964,5143,13807,358,40081.044444444444,31444.495833333334,0.17720365524291992,17790,620776
lung,3,5,1.3101692199707031,0,42000,14962,33836,443,803231.3305555555,1473830.8110416667,0.22848773002624512,23270,722277712
credit,+,2,0.0356805324554443,0,1891,302,733,266,1891.0,313.00625,0.0680229663848877,6061,1892
credit,+,3,0.0523662567138671,0,2834,452,1517,395,2244.2916666666665,685.2333333333333,0.08223485946655273,6934,37882
credit,+,5,0.0560693740844726,0,3000,533,1677,455,2693.844722222222,1668.159375,0.08678102493286133,7394,6508884
lymphography,fibrosis,2,0.0157451629638671,0,587,430,396,150,587.0,426.525,0.04062652587890625,3259,1771
lymphography,fibrosis,3,0.0562880039215087,0,3266,1063,2934,245,1904.525,1522.2625,0.057370662689208984,4840,34280
lymphography,fibrosis,5,0.1876370906829834,0,7432,5229,7100,281,18982.575,26429.7,0.08496952056884766,7455,5495792
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,2,0.0622565746307373,0,191,151,109,103,191.0,152.7125,0.08642458915710449,1820,211
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,3,0.0904393196105957,0,586,251,434,184,600.8722222222221,294.85625,0.12316155433654785,3108,1351
I_LVL0_Interesting_Non-Random-Synthetic__2_4_62500_,1,5,0.092811107635498,0,586,251,434,184,694.6583333333333,306.45416666666665,0.13605380058288574,3468,6196
ring,0,2,0.1095595359802246,0,3240,271,1556,365,3240.0,371.5,0.1282951831817627,7980,3241
ring,0,3,0.1371567249298095,0,4380,271,2696,365,3848.0,253.5,0.14631009101867676,9232,85401
ring,0,5,0.1381957530975341,0,4380,271,2696,365,4267.555555555556,322.5,0.1501455307006836,9582,25706997
mc1,2,2,0.1770405769348144,0,3668,633,1248,331,3668.0,735.25,0.14964509010314941,8498,4852
mc1,2,3,0.4193637371063232,0,9135,5349,6665,607,7697.472222222223,5097.34375,0.1746506690979004,9874,156948
mc1,2,5,18.38936495780945,0,139686,128409,137125,943,224066.95555555556,247148.19583333333,0.21920990943908691,12452,71680092
thyroid_allhyper,goitre.,2,0.0385990142822265,0,1192,381,550,271,1192.0,361.8,0.07303619384765625,4764,2081
thyroid_allhyper,goitre.,3,0.0994234085083007,0,3722,1061,2724,498,2596.0,1894.3,0.08592677116394043,5876,43745
thyroid_allhyper,goitre.,5,0.4399895668029785,0,12290,9629,11286,735,11636.8,12580.21,0.10488486289978027,6951,8303633
mammographics,1,2,0.0096385478973388,0,254,176,110,66,254.0,179.3,0.027591228485107422,2123,277
mammographics,1,3,0.0177428722381591,0,736,266,374,133,478.4,272.0208333333333,0.036351919174194336,2992,2048
mammographics,1,5,0.0191895961761474,0,795,304,429,165,626.7044444444444,376.40625,0.04260110855102539,3465,44552
dresses,1,2,0.1354899406433105,0,9904,690,1860,224,9904.0,1163.75,0.11700892448425293,14074,15226
dresses,1,3,0.2219555377960205,0,13451,1434,3917,297,16534.555555555555,5070.625,0.14227700233459473,15834,878150
dresses,1,5,0.2555141448974609,0,14574,1753,4689,303,17883.00833333333,7551.381249999999,0.14859604835510254,16508,1292028185
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,2,0.0044593811035156,0,10,8,0,0,10.0,8.0,0.005706071853637695,304,11
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,3,0.004112958908081,0,10,8,0,0,10.0,8.0,0.005758762359619141,304,11
U_LVL1_0_Uninteresting_Non-Random-Synthetic__2_2_4_,0,5,0.0041923522949218,0,10,8,0,0,10.0,8.0,0.0054738521575927734,304,11
thyroid_new_thyroid,2,2,0.0068624019622802,0,125,72,43,31,125.0,73.59375,0.017540454864501953,1420,211
thyroid_new_thyroid,2,3,0.0086708068847656,0,218,162,131,44,251.25,168.0625,0.02562403678894043,2108,1351
thyroid_new_thyroid,2,5,0.0104506015777587,0,298,241,210,50,298.04791666666665,253.665625,0.030731678009033203,2553,21700
Balance_UCI_,R,2,0.0082321166992187,0,210,164,75,75,210.0,163.25,0.02467799186706543,1920,211
Balance_UCI_,R,3,0.0159111022949218,0,658,536,307,75,692.0,542.0,0.03802657127380371,3257,1351
Balance_UCI_,R,5,0.0253317356109619,0,980,824,595,75,1046.5,777.46875,0.043965816497802734,3876,6196
vert2,NO,2,0.0098335742950439,0,277,166,128,115,277.0,174.5125,0.027170419692993164,2224,301
vert2,NO,3,0.0186676979064941,0,723,263,487,157,592.675,249.88541666666666,0.03711700439453125,3120,2325
vert2,NO,5,0.018165111541748,0,773,286,537,170,730.2213888888889,303.2526041666667,0.04374837875366211,3630,55455
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,2,18.17110514640808,0,1225,1078,0,0,1225.0,1078.0,18.681792497634888,4849,1226
U_LVL3_1_Uninteresting_Non-Random-Synthetic__2_7_8235430_,0,3,111.17787671089172,0,13230,13083,0,0,13230.0,13083.0,27.611867904663086,7792,19650
rmftsa_sleepdata,3,2,0.0641589164733886,0,36,21,7,7,36.0,20.6,0.5385429859161377,708,37
rmftsa_sleepdata,3,3,0.0058345794677734,0,36,21,7,7,36.0,20.5,0.01056528091430664,708,37
rmftsa_sleepdata,3,5,0.0064864158630371,0,36,21,7,7,36.0,21.1,0.010226726531982422,708,37
thoracic-surgery,1,2,0.0577712059020996,0,907,481,482,232,907.0,531.3,0.049242496490478516,4146,1082
thoracic-surgery,1,3,0.0799028873443603,0,3498,2448,1970,379,4309.35,2983.6625,0.07449984550476074,6371,16262
thoracic-surgery,1,5,1.6129710674285889,0,19045,14780,10201,551,18370.010833333334,23924.20625,0.09975004196166992,8481,1550201
kc3,2,2,0.0946927070617675,0,6334,788,2650,347,6334.0,745.5,0.11985993385314941,11218,7022
kc3,2,3,0.2218546867370605,0,11834,4408,7861,486,10489.822222222223,5696.133333333333,0.1402294635772705,12635,273938
kc3,2,5,8.041651010513306,0,98641,88653,93990,626,114039.82666666666,203261.42666666667,0.16652393341064453,14401,182911211
tae,2,2,0.0071611404418945,0,121,95,49,33,121.0,96.1875,0.01781296730041504,1416,137
tae,2,3,0.0100996494293212,0,318,246,142,58,330.75,253.78125,0.027621030807495117,2377,697
tae,2,5,0.0139820575714111,0,463,387,250,65,479.74583333333334,384.1453125,0.03455948829650879,2984,6885
leaf,32,2,0.021881103515625,0,1017,217,547,235,1017.0,223.025,0.05209636688232422,4371,2557
leaf,32,3,0.0316314697265625,0,1661,289,1191,344,1190.1888888888889,419.19166666666666,0.06143450736999512,4981,59712
leaf,32,5,0.0336294174194335,0,1754,340,1284,394,1335.1444444444444,960.31375,0.06748652458190918,5457,14051256
australian,1,2,0.0211634635925292,0,903,322,406,242,903.0,358.8375,0.051677703857421875,4142,904
australian,1,3,0.0428404808044433,0,2062,453,1309,364,1279.95,498.4,0.06484389305114746,5217,12384
australian,1,5,0.0437710285186767,0,2164,509,1405,408,1232.595,606.361875,0.06962394714355469,5469,974982
dermatology,4,2,0.0428879261016845,0,2411,552,1407,417,2411.0,552.075,0.08211350440979004,6833,8912
dermatology,4,3,0.1078279018402099,0,6505,2053,5490,760,5381.844444444445,3417.2833333333338,0.10616087913513184,8152,392218
dermatology,4,5,1.3673810958862305,0,32839,27247,31824,1244,23568.293333333335,29992.278333333335,0.11646223068237305,9077,334251744
Heart_Statlog__UCI_,2,2,0.018486738204956,0,820,252,385,219,820.0,298.5,0.047649383544921875,3940,821
Heart_Statlog__UCI_,2,3,0.0298428535461425,0,1542,352,1009,313,1033.888888888889,340.5833333333333,0.056189537048339844,4691,10701
Heart_Statlog__UCI_,2,5,0.0316596031188964,0,1635,392,1100,337,1140.3666666666666,441.51666666666665,0.06385350227355957,5340,760099
Census-Income_KDD__UCI_,50000+,2,5.45137882232666,0,13344,460,7602,485,13344.0,734.5625,3.1113362312316895,16464,107881
Census-Income_KDD__UCI_,50000+,3,7.510023832321167,0,15482,1898,9550,688,14043.455555555556,3100.9270833333335,3.2347936630249023,17151,16649945
Census-Income_KDD__UCI_,50000+,5,30.35011911392212,0,36750,21673,30394,869,13344.0,18953.054166666665,3.2577874660491943,17218,177318627413
japanese,+,2,0.0351679325103759,0,1891,302,733,266,1891.0,329.4,0.13855791091918945,6061,1892
japanese,+,3,0.0510382652282714,0,2834,452,1517,395,2318.847222222222,609.61875,0.07928681373596191,6969,37882
japanese,+,5,0.0575032234191894,0,3000,533,1677,455,2448.7433333333333,1630.1551041666667,0.0886373519897461,7456,6508884
heart_hungarian,1,2,0.0061898231506347,0,78,60,28,22,78.0,60.75,0.014415264129638672,1112,79
heart_hungarian,1,3,0.0076675415039062,0,157,128,65,39,156.1,125.75,0.021836042404174805,1793,299
heart_hungarian,1,5,0.0083370208740234,0,188,157,86,46,189.19166666666666,153.11875,0.025186538696289062,2132,794
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,2,0.3779938220977783,0,301,251,182,131,301.0,250.8,0.37491416931152344,2325,326
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,3,0.6184847354888916,0,1356,436,990,186,1386.6,564.5,0.5213353633880615,4115,2626
I_LVL2_2_Interesting_Non-Random-Synthetic__2_5_312500_,1,5,0.652155876159668,0,1356,436,990,186,1567.8333333333333,527.5,0.5829446315765381,4556,68406
forest,h ,2,0.0781762599945068,0,5158,237,2171,263,5158.0,364.8625,0.13228201866149902,10108,5887
forest,h ,3,0.0851268768310546,0,5450,301,2463,347,5196.155555555556,385.0625,0.12655377388000488,10636,210043
forest,h ,5,0.0866434574127197,0,5493,325,2506,371,5352.649444444444,560.234375,0.12913990020751953,10770,117038314
robot5,bottom_collision,2,0.0136260986328125,0,353,197,140,131,353.0,207.8375,0.03694486618041992,2528,407
robot5,bottom_collision,3,0.0259566307067871,0,940,279,640,214,622.8222222222222,276.62916666666666,0.04920554161071777,3450,3683
robot5,bottom_collision,5,0.0255701541900634,0,978,297,678,226,673.3380555555556,296.603125,0.05436396598815918,3759,122438
pen,6,2,0.0795631408691406,0,1490,182,446,229,1490.0,234.9,0.09309005737304688,5359,1771
pen,6,3,0.0914778709411621,0,1891,256,847,338,1586.3,358.2,0.1035459041595459,5885,34280
pen,6,5,0.0939466953277587,0,1973,294,929,386,1669.535,575.8931249999999,0.11171817779541016,6211,5495792
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,2,1.8187482357025144,0,1225,1078,0,0,1225.0,1078.0,1.58231520652771,4849,1226
U_LVL3_0_Uninteresting_Non-Random-Synthetic__2_7_823543_,0,3,9.562268733978271,0,13230,13083,0,0,13230.0,13083.0,2.4089014530181885,8949,19650
robot3,slightly_moved,2,0.0693197250366211,0,379,309,167,145,379.0,313.875,0.08717894554138184,2628,407
robot3,slightly_moved,3,0.0471642017364501,0,1853,428,999,234,1425.925,581.5125,0.053044795989990234,4303,3683
robot3,slightly_moved,5,0.0376667976379394,0,1881,454,1027,247,1365.5725,522.3515625,0.05641746520996094,4508,122438
DefaultofCreditCard,1,2,0.8609180450439453,0,8648,1460,3844,315,8648.0,1790.60625,0.3081638813018799,13133,8912
DefaultofCreditCard,1,3,1.441953182220459,0,19223,3616,9975,341,24082.347222222223,6258.797916666666,0.3641774654388428,15907,392218
DefaultofCreditCard,1,5,2.067413330078125,0,25657,8517,14053,344,21612.45138888889,10493.659479166667,0.37750720977783203,15942,334251744
zoo,7,2,0.0115869045257568,0,387,167,239,129,387.0,172.63125,0.04133248329162598,2636,667
zoo,7,3,0.0218734741210937,0,1031,405,853,286,657.75,389.08125,0.044126033782958984,3373,7807
zoo,7,5,0.0374178886413574,0,1859,727,1681,436,1301.505,1133.5725,0.05732250213623047,4253,443704
breast_tissue,gla,2,0.0111339092254638,0,387,212,159,53,387.0,207.225,0.028918027877807617,2636,667
breast_tissue,gla,3,0.0212786197662353,0,1008,789,707,106,1085.925,750.375,0.04171490669250488,3880,7807
breast_tissue,gla,5,0.0439982414245605,0,2088,863,1778,150,2200.35,2179.7971875,0.052735328674316406,4796,443704
flare, B,2,0.0110297203063964,0,231,178,90,84,231.0,178.25,0.029188871383666992,1941,862
flare, B,3,0.023571491241455,0,928,343,446,207,417.5,259.5833333333333,0.03884601593017578,2601,11522
flare, B,5,0.033315896987915,0,1374,539,892,344,664.3111111111111,542.5375,0.048525333404541016,3206,862190
banana,1,2,0.0064845085144042,0,36,24,13,13,36.0,24.0,0.012939929962158203,708,37
banana,1,3,0.0065312385559082,0,36,24,13,13,36.0,24.0,0.012727022171020508,708,37
banana,1,5,0.0064239501953125,0,36,24,13,13,36.0,24.0,0.012642621994018555,708,37
polish_bankruptcy_2year,1,2,0.7772500514984131,0,31881,1003,13178,398,31881.0,1612.8,0.3331112861633301,25355,32641
polish_bankruptcy_2year,1,3,0.8790102005004883,0,35450,1986,16747,496,33470.0,4860.975,0.3692300319671631,26248,2763776
polish_bankruptcy_2year,1,5,1.021005392074585,0,38578,4336,19875,575,69729.58,127406.92125,0.39398860931396484,28247,8812312832
polish_bankruptcy_3year,1,2,0.8249485492706299,0,32133,1251,13844,422,32133.0,1948.1,0.36461353302001953,25455,32641
polish_bankruptcy_3year,1,3,1.0123064517974854,0,38341,3581,20050,513,40397.666666666664,9817.981249999999,0.3858671188354492,27002,2763776
polish_bankruptcy_3year,1,5,3.452142238616944,0,69920,31949,51629,560,70250.26111111112,112133.34229166666,0.4186666011810303,28855,8812312832
qualitative,B,2,0.0078649520874023,0,154,103,60,52,154.0,100.61875,0.02376723289489746,1618,172
qualitative,B,3,0.0111076831817626,0,358,169,225,127,246.225,146.73125,0.028399229049682617,2216,988
qualitative,B,5,0.0122416019439697,0,409,197,276,159,261.22041666666667,171.68229166666666,0.03432917594909668,2546,12616
mfeat-morphological,8,2,0.0095417499542236,0,192,104,42,39,192.0,105.6875,0.024445533752441406,1821,232
